,Commodity,Date,Weighted Avg Price,Spring,Summer,Fall,Winter,Commodity Type
1036,ORANGES NAVEL,2/1/2019,1.7,No,No,No,Yes,Fruit
2206,APPLES FUJI,2/1/2019,1.04,Yes,Yes,Yes,Yes,Fruit
2204,APPLES GALA,2/1/2019,1.53,Yes,Yes,Yes,Yes,Fruit
1037,ORANGES VALENCIA,2/1/2019,0.79,No,No,No,Yes,Fruit
2203,APPLES GALA,2/1/2019,1.48,Yes,Yes,Yes,Yes,Fruit
2202,APPLES GRANNY SMITH,2/1/2019,1.67,Yes,Yes,Yes,Yes,Fruit
2201,APPLES HONEYCRISP,2/1/2019,2.05,Yes,Yes,Yes,Yes,Fruit
489,CABBAGE ROUND GREEN TYPE,2/1/2019,0.49,Yes,No,Yes,Yes,Vegetable
2205,APPLES FUJI,2/1/2019,1.54,Yes,Yes,Yes,Yes,Fruit
1544,PEACHES VARIOUS YELLOW FLESH VARIETIES,2/15/2019,1.88,No,Yes,No,No,Fruit
2212,APPLES GRANNY SMITH,2/15/2019,1.44,Yes,Yes,Yes,Yes,Fruit
2211,APPLES GALA,2/15/2019,2.21,Yes,Yes,Yes,Yes,Fruit
2213,APPLES GRANNY SMITH,2/15/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1038,ORANGES NAVEL,2/15/2019,0.93,No,No,No,Yes,Fruit
1039,ORANGES NAVEL,2/15/2019,1.25,No,No,No,Yes,Fruit
1323,GRAPES WHITE SEEDLESS TYPE,2/15/2019,2.4,No,No,Yes,No,Fruit
490,CABBAGE ROUND GREEN TYPE,2/15/2019,0.55,Yes,No,Yes,Yes,Vegetable
2219,APPLES RED DELICIOUS,2/15/2019,0.56,Yes,Yes,Yes,Yes,Fruit
2216,APPLES HONEYCRISP,2/15/2019,2.05,Yes,Yes,Yes,Yes,Fruit
2217,APPLES JONAGOLD,2/15/2019,1.69,Yes,Yes,Yes,Yes,Fruit
2218,APPLES PINK LADY/CRIPPS PINK,2/15/2019,1.39,Yes,Yes,Yes,Yes,Fruit
1144,LIMES  ,2/15/2019,0.7,Yes,Yes,Yes,Yes,Fruit
2214,APPLES HONEYCRISP,2/15/2019,1.78,Yes,Yes,Yes,Yes,Fruit
612,TOMATILLOS  ,2/15/2019,0.48,No,Yes,No,No,Fruit
2593,BANANAS  ,2/15/2019,0.69,Yes,Yes,Yes,Yes,Fruit
567,SWEET POTATOES  ,2/15/2019,0.99,No,No,Yes,Yes,Vegetable
2592,BANANAS  ,2/15/2019,0.41,Yes,Yes,Yes,Yes,Fruit
2220,APPLES BRAEBURN,2/15/2019,0.94,Yes,Yes,Yes,Yes,Fruit
1321,GRAPES BLACK SEEDLESS,2/15/2019,2.49,No,No,Yes,No,Fruit
1498,GRAPEFRUIT RED,2/15/2019,0.81,No,No,No,Yes,Fruit
1499,GRAPEFRUIT RED,2/15/2019,1.09,No,No,No,Yes,Fruit
2526,CHERRIES RED VARIETIES,2/15/2019,4.99,No,Yes,No,No,Fruit
1198,LEMONS  ,2/15/2019,0.75,Yes,Yes,Yes,Yes,Fruit
1322,GRAPES RED SEEDLESS,2/15/2019,2.39,No,No,Yes,No,Fruit
2215,APPLES BRAEBURN,2/15/2019,1.09,Yes,Yes,Yes,Yes,Fruit
727,TOMATOES  ,2/15/2019,1.39,No,Yes,No,No,Fruit
725,TOMATOES VINE RIPES,2/15/2019,0.88,No,Yes,No,No,Fruit
2208,APPLES FUJI,2/15/2019,2.07,Yes,Yes,Yes,Yes,Fruit
1863,PEARS BOSC,2/15/2019,0.55,No,No,Yes,Yes,Fruit
1864,PEARS D'ANJOU,2/15/2019,1.34,No,No,Yes,Yes,Fruit
726,"TOMATOES VINE RIPES, ON THE VINE",2/15/2019,1.9,No,Yes,No,No,Fruit
728,TOMATOES  ,2/15/2019,2.89,No,Yes,No,No,Fruit
729,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,2/15/2019,3.99,No,Yes,No,No,Fruit
350,CARROTS  ,2/15/2019,0.32,Yes,Yes,Yes,Yes,Vegetable
730,TOMATOES VINE RIPES,2/15/2019,2.99,No,Yes,No,No,Fruit
1862,PEARS BARTLETT,2/15/2019,1.01,No,No,Yes,Yes,Fruit
948,ASPARAGUS GREEN,2/15/2019,2.63,Yes,No,No,No,Vegetable
949,ASPARAGUS GREEN,2/15/2019,4.99,Yes,No,No,No,Vegetable
190,BROCCOLI CROWN CUT,2/15/2019,2.49,Yes,No,Yes,No,Vegetable
191,BROCCOLI  ,2/15/2019,1.41,Yes,No,Yes,No,Vegetable
731,"TOMATOES VINE RIPES, ON THE VINE",2/15/2019,3.49,No,Yes,No,No,Fruit
1726,PINEAPPLES  ,2/15/2019,0.59,Yes,No,Yes,Yes,Fruit
2209,APPLES FUJI,2/15/2019,2.05,Yes,Yes,Yes,Yes,Fruit
189,BROCCOLI CROWN CUT,2/15/2019,1.66,Yes,No,Yes,No,Vegetable
2210,APPLES GALA,2/15/2019,1.47,Yes,Yes,Yes,Yes,Fruit
192,BROCCOLI  ,2/15/2019,1.04,Yes,No,Yes,No,Vegetable
83,EGGPLANT  ,2/15/2019,0.49,No,Yes,No,No,Vegetable
410,CAULIFLOWER  ,2/15/2019,1.26,No,No,Yes,No,Vegetable
411,CAULIFLOWER  ,2/15/2019,0.89,No,No,Yes,No,Vegetable
1637,PLUMS  ,2/15/2019,2.08,No,Yes,No,No,Fruit
16,CUCUMBERS  ,2/15/2019,1.99,No,Yes,No,No,Vegetable
84,EGGPLANT  ,2/22/2019,0.95,No,Yes,No,No,Vegetable
613,TOMATILLOS  ,2/22/2019,0.43,No,Yes,No,No,Fruit
1145,LIMES  ,2/22/2019,0.88,Yes,Yes,Yes,Yes,Fruit
194,BROCCOLI CROWN CUT,2/22/2019,2.32,Yes,No,Yes,No,Vegetable
412,CAULIFLOWER  ,2/22/2019,1.01,No,No,Yes,No,Vegetable
193,BROCCOLI  ,2/22/2019,1.36,Yes,No,Yes,No,Vegetable
1727,PINEAPPLES  ,2/22/2019,0.72,Yes,No,Yes,Yes,Fruit
2230,APPLES BRAEBURN,2/22/2019,1.01,Yes,Yes,Yes,Yes,Fruit
1040,ORANGES VALENCIA,2/22/2019,0.99,No,No,No,Yes,Fruit
1041,ORANGES NAVEL,2/22/2019,0.84,No,No,No,Yes,Fruit
1042,ORANGES VALENCIA,2/22/2019,1.19,No,No,No,Yes,Fruit
1043,ORANGES NAVEL,2/22/2019,1.54,No,No,No,Yes,Fruit
732,TOMATOES  ,2/22/2019,0.88,No,Yes,No,No,Fruit
733,TOMATOES  ,2/22/2019,2.89,No,Yes,No,No,Fruit
734,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,2/22/2019,3.99,No,Yes,No,No,Fruit
735,TOMATOES VINE RIPES,2/22/2019,0.77,No,Yes,No,No,Fruit
736,TOMATOES VINE RIPES,2/22/2019,1.5,No,Yes,No,No,Fruit
491,CABBAGE ROUND GREEN TYPE,2/22/2019,0.99,Yes,No,Yes,Yes,Vegetable
737,"TOMATOES VINE RIPES, ON THE VINE",2/22/2019,1.55,No,Yes,No,No,Fruit
738,"TOMATOES VINE RIPES, ON THE VINE",2/22/2019,3.29,No,Yes,No,No,Fruit
195,BROCCOLI  ,2/22/2019,0.86,Yes,No,Yes,No,Vegetable
1545,PEACHES VARIOUS YELLOW FLESH VARIETIES,2/22/2019,1.68,No,Yes,No,No,Fruit
2229,APPLES FUJI,2/22/2019,1.74,Yes,Yes,Yes,Yes,Fruit
2225,APPLES GRANNY SMITH,2/22/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2227,APPLES GALA,2/22/2019,0.89,Yes,Yes,Yes,Yes,Fruit
2595,BANANAS  ,2/22/2019,0.38,Yes,Yes,Yes,Yes,Fruit
2696,CELERY  ,2/22/2019,1.99,Yes,Yes,Yes,Yes,Vegetable
304,BRUSSELS SPROUTS  ,2/22/2019,2.49,No,No,Yes,Yes,Vegetable
951,ASPARAGUS GREEN,2/22/2019,1.91,Yes,No,No,No,Vegetable
1326,GRAPES RED GLOBE,2/22/2019,0.99,No,No,Yes,No,Fruit
1325,GRAPES RED SEEDLESS,2/22/2019,1.86,No,No,Yes,No,Fruit
1324,GRAPES WHITE SEEDLESS TYPE,2/22/2019,2.42,No,No,Yes,No,Fruit
1199,LEMONS  ,2/22/2019,0.88,Yes,Yes,Yes,Yes,Fruit
950,ASPARAGUS GREEN,2/22/2019,4.99,Yes,No,No,No,Vegetable
1327,GRAPES BLACK SEEDLESS,2/22/2019,2.07,No,No,Yes,No,Fruit
351,CARROTS  ,2/22/2019,0.38,Yes,Yes,Yes,Yes,Vegetable
2228,APPLES FUJI,2/22/2019,1.69,Yes,Yes,Yes,Yes,Fruit
1867,PEARS BOSC,2/22/2019,1.99,No,No,Yes,Yes,Fruit
1866,PEARS BOSC,2/22/2019,1.02,No,No,Yes,Yes,Fruit
1865,PEARS BARTLETT,2/22/2019,0.98,No,No,Yes,Yes,Fruit
1868,PEARS D'ANJOU,2/22/2019,1.19,No,No,Yes,Yes,Fruit
569,SWEET POTATOES  ,2/22/2019,0.7,No,No,Yes,Yes,Vegetable
2226,APPLES GALA,2/22/2019,1.49,Yes,Yes,Yes,Yes,Fruit
2224,APPLES HONEYCRISP,2/22/2019,0.98,Yes,Yes,Yes,Yes,Fruit
2223,APPLES JONAGOLD,2/22/2019,1.69,Yes,Yes,Yes,Yes,Fruit
568,SWEET POTATOES  ,2/22/2019,1.69,No,No,Yes,Yes,Vegetable
1638,PLUMS  ,2/22/2019,1.74,No,Yes,No,No,Fruit
1500,GRAPEFRUIT RED,2/22/2019,0.77,No,No,No,Yes,Fruit
492,CABBAGE ROUND GREEN TYPE,2/22/2019,0.39,Yes,No,Yes,Yes,Vegetable
2222,APPLES PINK LADY/CRIPPS PINK,2/22/2019,1.22,Yes,Yes,Yes,Yes,Fruit
2221,APPLES RED DELICIOUS,2/22/2019,0.9,Yes,Yes,Yes,Yes,Fruit
116,BEETS  ,2/22/2019,0.33,No,Yes,Yes,Yes,Vegetable
2594,BANANAS  ,2/22/2019,0.97,Yes,Yes,Yes,Yes,Fruit
199,BROCCOLI CROWN CUT,2/8/2019,2.49,Yes,No,Yes,No,Vegetable
196,BROCCOLI  ,2/8/2019,0.71,Yes,No,Yes,No,Vegetable
1331,GRAPES RED SEEDLESS,2/8/2019,2.47,No,No,Yes,No,Fruit
1330,GRAPES WHITE SEEDLESS TYPE,2/8/2019,2.48,No,No,Yes,No,Fruit
86,EGGPLANT  ,2/8/2019,0.79,No,Yes,No,No,Vegetable
1328,GRAPES BLACK SEEDLESS,2/8/2019,2.76,No,No,Yes,No,Fruit
414,CAULIFLOWER  ,2/8/2019,0.88,No,No,Yes,No,Vegetable
1146,LIMES  ,2/8/2019,0.57,Yes,Yes,Yes,Yes,Fruit
1546,PEACHES VARIOUS YELLOW FLESH VARIETIES,2/8/2019,1.58,No,Yes,No,No,Fruit
614,TOMATILLOS  ,2/8/2019,0.52,No,Yes,No,No,Fruit
1329,GRAPES RED GLOBE,2/8/2019,1.62,No,No,Yes,No,Fruit
413,CAULIFLOWER  ,2/8/2019,0.49,No,No,Yes,No,Vegetable
197,BROCCOLI  ,2/8/2019,1.14,Yes,No,Yes,No,Vegetable
570,SWEET POTATOES  ,2/8/2019,0.68,No,No,Yes,Yes,Vegetable
2232,APPLES GALA,2/8/2019,1.13,Yes,Yes,Yes,Yes,Fruit
2231,APPLES BRAEBURN,2/8/2019,1.03,Yes,Yes,Yes,Yes,Fruit
2527,CHERRIES RED VARIETIES,2/8/2019,2.49,No,Yes,No,No,Fruit
198,BROCCOLI CROWN CUT,2/8/2019,1.48,Yes,No,Yes,No,Vegetable
493,CABBAGE ROUND GREEN TYPE,2/8/2019,0.41,Yes,No,Yes,Yes,Vegetable
17,CUCUMBERS  ,2/8/2019,0.45,No,Yes,No,No,Vegetable
1200,LEMONS  ,2/8/2019,0.88,Yes,Yes,Yes,Yes,Fruit
1201,LEMONS  ,2/8/2019,2.99,Yes,Yes,Yes,Yes,Fruit
1869,PEARS D'ANJOU,2/8/2019,1.51,No,No,Yes,Yes,Fruit
305,BRUSSELS SPROUTS  ,2/8/2019,1.49,No,No,Yes,Yes,Vegetable
306,BRUSSELS SPROUTS  ,2/8/2019,2.49,No,No,Yes,Yes,Vegetable
1870,PEARS D'ANJOU,2/8/2019,1.17,No,No,Yes,Yes,Fruit
352,CARROTS  ,2/8/2019,0.34,Yes,Yes,Yes,Yes,Vegetable
1729,PINEAPPLES  ,2/8/2019,0.52,Yes,No,Yes,Yes,Fruit
1728,PINEAPPLES  ,2/8/2019,0.99,Yes,No,Yes,Yes,Fruit
2596,BANANAS  ,2/8/2019,0.5,Yes,Yes,Yes,Yes,Fruit
1872,PEARS BARTLETT,2/8/2019,1.0,No,No,Yes,Yes,Fruit
1871,PEARS BOSC,2/8/2019,1.09,No,No,Yes,Yes,Fruit
2597,BANANAS  ,2/8/2019,0.42,Yes,Yes,Yes,Yes,Fruit
2233,APPLES FUJI,2/8/2019,1.2,Yes,Yes,Yes,Yes,Fruit
952,ASPARAGUS GREEN,2/8/2019,3.02,Yes,No,No,No,Vegetable
2234,APPLES FUJI,2/8/2019,2.57,Yes,Yes,Yes,Yes,Fruit
2236,APPLES GRANNY SMITH,2/8/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2237,APPLES RED DELICIOUS,2/8/2019,0.64,Yes,Yes,Yes,Yes,Fruit
2238,APPLES PINK LADY/CRIPPS PINK,2/8/2019,1.94,Yes,Yes,Yes,Yes,Fruit
2239,APPLES PINK LADY/CRIPPS PINK,2/8/2019,1.52,Yes,Yes,Yes,Yes,Fruit
2240,APPLES JONAGOLD,2/8/2019,1.81,Yes,Yes,Yes,Yes,Fruit
2241,APPLES HONEYCRISP,2/8/2019,2.99,Yes,Yes,Yes,Yes,Fruit
2242,APPLES HONEYCRISP,2/8/2019,1.35,Yes,Yes,Yes,Yes,Fruit
1045,ORANGES NAVEL,2/8/2019,1.18,No,No,No,Yes,Fruit
1044,ORANGES NAVEL,2/8/2019,0.85,No,No,No,Yes,Fruit
2243,APPLES GALA,2/8/2019,1.27,Yes,Yes,Yes,Yes,Fruit
2235,APPLES BRAEBURN,2/8/2019,1.09,Yes,Yes,Yes,Yes,Fruit
741,TOMATOES  ,2/8/2019,1.05,No,Yes,No,No,Fruit
739,"TOMATOES VINE RIPES, ON THE VINE",2/8/2019,3.14,No,Yes,No,No,Fruit
85,EGGPLANT  ,2/8/2019,0.99,No,Yes,No,No,Vegetable
117,BEETS  ,2/8/2019,0.49,No,Yes,Yes,Yes,Vegetable
1639,PLUMS  ,2/8/2019,1.91,No,Yes,No,No,Fruit
1502,GRAPEFRUIT RED,2/8/2019,1.37,No,No,No,Yes,Fruit
1501,GRAPEFRUIT RED,2/8/2019,0.69,No,No,No,Yes,Fruit
740,"TOMATOES VINE RIPES, ON THE VINE",2/8/2019,0.97,No,Yes,No,No,Fruit
2249,APPLES BRAEBURN,3/1/2019,0.89,Yes,Yes,Yes,Yes,Fruit
2250,APPLES FUJI,3/1/2019,0.83,Yes,Yes,Yes,Yes,Fruit
118,BEETS  ,3/1/2019,0.5,No,Yes,Yes,Yes,Vegetable
2674,MUSHROOMS PORTOBELLA,3/1/2019,5.99,Yes,No,Yes,No,Vegetable
743,TOMATOES VINE RIPES,3/1/2019,2.09,No,Yes,No,No,Fruit
2598,BANANAS  ,3/1/2019,0.43,Yes,Yes,Yes,Yes,Fruit
1203,LEMONS  ,3/1/2019,0.5,Yes,Yes,Yes,Yes,Fruit
1202,LEMONS  ,3/1/2019,0.8,Yes,Yes,Yes,Yes,Fruit
571,SWEET POTATOES  ,3/1/2019,0.5,No,No,Yes,Yes,Vegetable
1503,GRAPEFRUIT RED,3/1/2019,1.05,No,No,No,Yes,Fruit
2248,APPLES GALA,3/1/2019,1.78,Yes,Yes,Yes,Yes,Fruit
2247,APPLES FUJI,3/1/2019,2.41,Yes,Yes,Yes,Yes,Fruit
2246,APPLES HONEYCRISP,3/1/2019,2.18,Yes,Yes,Yes,Yes,Fruit
1147,LIMES  ,3/1/2019,0.87,Yes,Yes,Yes,Yes,Fruit
2245,APPLES RED DELICIOUS,3/1/2019,0.49,Yes,Yes,Yes,Yes,Fruit
2244,APPLES PINK LADY/CRIPPS PINK,3/1/2019,1.49,Yes,Yes,Yes,Yes,Fruit
2599,BANANAS  ,3/1/2019,0.7,Yes,Yes,Yes,Yes,Fruit
742,"TOMATOES VINE RIPES, ON THE VINE",3/1/2019,1.9,No,Yes,No,No,Fruit
615,TOMATILLOS  ,3/1/2019,0.53,No,Yes,No,No,Fruit
201,BROCCOLI CROWN CUT,3/1/2019,1.03,Yes,No,Yes,No,Vegetable
1047,ORANGES NAVEL,3/1/2019,1.47,No,No,No,Yes,Fruit
1048,ORANGES NAVEL,3/1/2019,0.96,No,No,No,Yes,Fruit
1640,PLUMS  ,3/1/2019,1.55,No,Yes,No,No,Fruit
494,CABBAGE ROUND GREEN TYPE,3/1/2019,0.33,Yes,No,Yes,Yes,Vegetable
1547,PEACHES VARIOUS YELLOW FLESH VARIETIES,3/1/2019,1.41,No,Yes,No,No,Fruit
18,CUCUMBERS  ,3/1/2019,0.17,No,Yes,No,No,Vegetable
953,ASPARAGUS GREEN,3/1/2019,1.68,Yes,No,No,No,Vegetable
1046,ORANGES VALENCIA,3/1/2019,1.19,No,No,No,Yes,Fruit
200,BROCCOLI  ,3/1/2019,1.49,Yes,No,Yes,No,Vegetable
415,CAULIFLOWER  ,3/1/2019,0.98,No,No,Yes,No,Vegetable
1876,PEARS BOSC,3/1/2019,0.67,No,No,Yes,Yes,Fruit
307,BRUSSELS SPROUTS  ,3/1/2019,2.49,No,No,Yes,Yes,Vegetable
746,TOMATOES  ,3/1/2019,0.88,No,Yes,No,No,Fruit
954,ASPARAGUS GREEN,3/1/2019,3.83,Yes,No,No,No,Vegetable
1333,GRAPES RED SEEDLESS,3/1/2019,2.54,No,No,Yes,No,Fruit
353,CARROTS  ,3/1/2019,0.33,Yes,Yes,Yes,Yes,Vegetable
1873,PEARS D'ANJOU,3/1/2019,1.99,No,No,Yes,Yes,Fruit
1874,PEARS D'ANJOU,3/1/2019,1.92,No,No,Yes,Yes,Fruit
1730,PINEAPPLES  ,3/1/2019,0.96,Yes,No,Yes,Yes,Fruit
745,TOMATOES  ,3/1/2019,1.5,No,Yes,No,No,Fruit
1731,PINEAPPLES  ,3/1/2019,0.45,Yes,No,Yes,Yes,Fruit
1334,GRAPES BLACK SEEDLESS,3/1/2019,2.29,No,No,Yes,No,Fruit
1332,GRAPES WHITE SEEDLESS TYPE,3/1/2019,2.55,No,No,Yes,No,Fruit
744,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,3/1/2019,2.99,No,Yes,No,No,Fruit
1875,PEARS BARTLETT,3/1/2019,1.49,No,No,Yes,Yes,Fruit
2258,APPLES GALA,3/15/2019,1.86,Yes,Yes,Yes,Yes,Fruit
2257,APPLES GOLDEN DELICIOUS,3/15/2019,0.99,Yes,Yes,Yes,Yes,Fruit
2256,APPLES GRANNY SMITH,3/15/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1204,LEMONS  ,3/15/2019,0.88,Yes,Yes,Yes,Yes,Fruit
2259,APPLES GALA,3/15/2019,0.82,Yes,Yes,Yes,Yes,Fruit
2255,APPLES GRANNY SMITH,3/15/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2254,APPLES HONEYCRISP,3/15/2019,2.68,Yes,Yes,Yes,Yes,Fruit
2253,APPLES PINK LADY/CRIPPS PINK,3/15/2019,1.99,Yes,Yes,Yes,Yes,Fruit
1641,PLUMS  ,3/15/2019,2.0,No,Yes,No,No,Fruit
2260,APPLES FUJI,3/15/2019,2.13,Yes,Yes,Yes,Yes,Fruit
2601,BANANAS  ,3/15/2019,0.69,Yes,Yes,Yes,Yes,Fruit
572,SWEET POTATOES  ,3/15/2019,1.04,No,No,Yes,Yes,Vegetable
354,CARROTS  ,3/15/2019,0.35,Yes,Yes,Yes,Yes,Vegetable
2600,BANANAS  ,3/15/2019,0.42,Yes,Yes,Yes,Yes,Fruit
2262,APPLES HONEYCRISP,3/15/2019,2.15,Yes,Yes,Yes,Yes,Fruit
2263,APPLES BRAEBURN,3/15/2019,1.47,Yes,Yes,Yes,Yes,Fruit
19,CUCUMBERS LONG SEEDLESS,3/15/2019,0.96,No,Yes,No,No,Vegetable
1880,PEARS BARTLETT,3/15/2019,1.2,No,No,Yes,Yes,Fruit
1879,PEARS BOSC,3/15/2019,0.61,No,No,Yes,Yes,Fruit
1878,PEARS D'ANJOU,3/15/2019,0.78,No,No,Yes,Yes,Fruit
1877,PEARS D'ANJOU,3/15/2019,1.7,No,No,Yes,Yes,Fruit
1732,PINEAPPLES  ,3/15/2019,0.54,Yes,No,Yes,Yes,Fruit
2261,APPLES FUJI,3/15/2019,1.41,Yes,Yes,Yes,Yes,Fruit
2725,AVOCADOS VARIOUS GREENSKIN VARIETIES,3/15/2019,1.5,Yes,Yes,No,Yes,Vegetable
119,BEETS  ,3/15/2019,0.47,No,Yes,Yes,Yes,Vegetable
1049,ORANGES NAVEL,3/15/2019,0.86,No,No,No,Yes,Fruit
747,"TOMATOES VINE RIPES, ON THE VINE",3/15/2019,2.98,No,Yes,No,No,Fruit
748,"TOMATOES VINE RIPES, ON THE VINE",3/15/2019,1.81,No,Yes,No,No,Fruit
749,TOMATOES VINE RIPES,3/15/2019,1.29,No,Yes,No,No,Fruit
750,TOMATOES VINE RIPE - HEIRLOOM VARIETIES,3/15/2019,2.99,No,Yes,No,No,Fruit
751,TOMATOES  ,3/15/2019,1.99,No,Yes,No,No,Fruit
616,TOMATILLOS  ,3/15/2019,0.46,No,Yes,No,No,Fruit
1337,GRAPES RED GLOBE,3/15/2019,1.35,No,No,Yes,No,Fruit
2251,APPLES RED DELICIOUS,3/15/2019,0.44,Yes,Yes,Yes,Yes,Fruit
955,ASPARAGUS GREEN,3/15/2019,2.48,Yes,No,No,No,Vegetable
1336,GRAPES RED SEEDLESS,3/15/2019,1.83,No,No,Yes,No,Fruit
2252,APPLES PINK LADY/CRIPPS PINK,3/15/2019,1.99,Yes,Yes,Yes,Yes,Fruit
752,TOMATOES  ,3/15/2019,1.08,No,Yes,No,No,Fruit
416,CAULIFLOWER  ,3/15/2019,1.29,No,No,Yes,No,Vegetable
1148,LIMES  ,3/15/2019,0.99,Yes,Yes,Yes,Yes,Fruit
1335,GRAPES BLACK SEEDLESS,3/15/2019,1.95,No,No,Yes,No,Fruit
1548,PEACHES VARIOUS YELLOW FLESH VARIETIES,3/15/2019,1.8,No,Yes,No,No,Fruit
1338,GRAPES WHITE SEEDLESS TYPE,3/15/2019,2.06,No,No,Yes,No,Fruit
87,EGGPLANT  ,3/15/2019,0.5,No,Yes,No,No,Vegetable
495,CABBAGE ROUND GREEN TYPE,3/15/2019,0.49,Yes,No,Yes,Yes,Vegetable
1050,ORANGES NAVEL,3/15/2019,1.23,No,No,No,Yes,Fruit
203,BROCCOLI CROWN CUT,3/15/2019,1.24,Yes,No,Yes,No,Vegetable
496,CABBAGE ROUND GREEN TYPE,3/15/2019,0.82,Yes,No,Yes,Yes,Vegetable
202,BROCCOLI  ,3/15/2019,2.99,Yes,No,Yes,No,Vegetable
1051,ORANGES VALENCIA,3/15/2019,0.79,No,No,No,Yes,Fruit
2697,CELERY HEARTS,3/15/2019,2.99,Yes,Yes,Yes,Yes,Vegetable
309,BRUSSELS SPROUTS  ,3/15/2019,2.49,No,No,Yes,Yes,Vegetable
308,BRUSSELS SPROUTS  ,3/15/2019,1.75,No,No,Yes,Yes,Vegetable
1505,GRAPEFRUIT RED,3/15/2019,0.79,No,No,No,Yes,Fruit
1504,GRAPEFRUIT RED,3/15/2019,0.99,No,No,No,Yes,Fruit
88,EGGPLANT  ,3/22/2019,0.69,No,Yes,No,No,Vegetable
2269,APPLES PINK LADY/CRIPPS PINK,3/22/2019,2.13,Yes,Yes,Yes,Yes,Fruit
2270,APPLES JONAGOLD,3/22/2019,0.98,Yes,Yes,Yes,Yes,Fruit
2271,APPLES HONEYCRISP,3/22/2019,2.07,Yes,Yes,Yes,Yes,Fruit
2265,APPLES BRAEBURN,3/22/2019,0.99,Yes,Yes,Yes,Yes,Fruit
2267,APPLES RED DELICIOUS,3/22/2019,1.99,Yes,Yes,Yes,Yes,Fruit
2266,APPLES FUJI,3/22/2019,1.1,Yes,Yes,Yes,Yes,Fruit
2264,APPLES GRANNY SMITH,3/22/2019,1.49,Yes,Yes,Yes,Yes,Fruit
753,"TOMATOES VINE RIPES, ON THE VINE",3/22/2019,2.08,No,Yes,No,No,Fruit
754,"TOMATOES VINE RIPES, ON THE VINE",3/22/2019,1.63,No,Yes,No,No,Fruit
755,TOMATOES  ,3/22/2019,1.76,No,Yes,No,No,Fruit
2602,BANANAS  ,3/22/2019,0.7,Yes,Yes,Yes,Yes,Fruit
2603,BANANAS  ,3/22/2019,0.44,Yes,Yes,Yes,Yes,Fruit
756,TOMATOES  ,3/22/2019,0.61,No,Yes,No,No,Fruit
417,CAULIFLOWER  ,3/22/2019,0.99,No,No,Yes,No,Vegetable
310,BRUSSELS SPROUTS  ,3/22/2019,1.99,No,No,Yes,Yes,Vegetable
2268,APPLES RED DELICIOUS,3/22/2019,0.81,Yes,Yes,Yes,Yes,Fruit
2272,APPLES GALA,3/22/2019,2.13,Yes,Yes,Yes,Yes,Fruit
1734,PINEAPPLES  ,3/22/2019,0.99,Yes,No,Yes,Yes,Fruit
956,ASPARAGUS GREEN,3/22/2019,2.23,Yes,No,No,No,Vegetable
206,BROCCOLI BABY HYBRID TYPE,3/22/2019,2.99,Yes,No,Yes,No,Vegetable
2698,CELERY  ,3/22/2019,2.99,Yes,Yes,Yes,Yes,Vegetable
1339,GRAPES WHITE SEEDLESS TYPE,3/22/2019,2.89,No,No,Yes,No,Fruit
1340,GRAPES RED SEEDLESS,3/22/2019,2.49,No,No,Yes,No,Fruit
2273,APPLES GALA,3/22/2019,1.08,Yes,Yes,Yes,Yes,Fruit
1506,GRAPEFRUIT RED,3/22/2019,0.66,No,No,No,Yes,Fruit
1342,GRAPES BLACK SEEDLESS,3/22/2019,2.39,No,No,Yes,No,Fruit
1052,ORANGES NAVEL,3/22/2019,2.06,No,No,No,Yes,Fruit
498,CABBAGE ROUND GREEN TYPE,3/22/2019,0.99,Yes,No,Yes,Yes,Vegetable
497,CABBAGE ROUND GREEN TYPE,3/22/2019,0.57,Yes,No,Yes,Yes,Vegetable
2722,SWISS CHARD  ,3/22/2019,2.29,Yes,No,Yes,Yes,Vegetable
1549,PEACHES VARIOUS YELLOW FLESH VARIETIES,3/22/2019,1.65,No,Yes,No,No,Fruit
1149,LIMES  ,3/22/2019,1.15,Yes,Yes,Yes,Yes,Fruit
1341,GRAPES RED GLOBE,3/22/2019,0.99,No,No,Yes,No,Fruit
1053,ORANGES NAVEL,3/22/2019,0.88,No,No,No,Yes,Fruit
205,BROCCOLI  ,3/22/2019,1.99,Yes,No,Yes,No,Vegetable
617,TOMATILLOS  ,3/22/2019,0.49,No,Yes,No,No,Fruit
204,BROCCOLI  ,3/22/2019,0.72,Yes,No,Yes,No,Vegetable
957,ASPARAGUS GREEN,3/22/2019,1.99,Yes,No,No,No,Vegetable
2274,APPLES FUJI,3/22/2019,1.57,Yes,Yes,Yes,Yes,Fruit
355,CARROTS  ,3/22/2019,0.34,Yes,Yes,Yes,Yes,Vegetable
1205,LEMONS  ,3/22/2019,0.64,Yes,Yes,Yes,Yes,Fruit
1733,PINEAPPLES  ,3/22/2019,0.64,Yes,No,Yes,Yes,Fruit
1881,PEARS D'ANJOU,3/22/2019,1.23,No,No,Yes,Yes,Fruit
